Duration,Protocol,Service,Flag,Src_Bytes,Dst_Bytes,Count,Srv_Count,Serror_Rate,Rerror_Rate,Same_Srv_Rate,Diff_Srv_Rate,IP_Address,Timestamp,Attack_Type,Label
308,UDP,FTP,RSTR,3030,5140,165,403,0.28571960723420486,0.6813565389542252,0.9755133661847646,0.9430212717005069,192.168.1.97,2024-01-01 00:00:21,DoS,1
769,ICMP,FTP,REJ,6323,2878,395,224,0.3368694168458648,0.11704929408510811,0.12994299958973077,0.43512606979708013,192.168.1.23,2024-01-01 00:00:22,DoS,1
343,TCP,FTP,SF,5747,1535,230,446,0.3487223488002855,0.7440282854858219,0.4448063436115085,0.6151156081733508,192.168.1.253,2024-01-01 00:00:23,R2L,1
491,ICMP,FTP,RSTR,5605,8727,291,160,0.1989284136652799,0.1650238754766188,0.4433535331055264,0.2810799386056759,192.168.1.193,2024-01-01 00:00:24,R2L,1
413,ICMP,FTP,RSTR,5891,6254,27,35,0.9280539198077606,0.6874158037710209,0.008638556312605572,0.47507588241064214,192.168.1.236,2024-01-01 00:00:25,U2R,1
805,UDP,SSH,REJ,3076,948,474,380,0.17487518460933416,0.4219000034601844,0.6677979739269498,0.7546355032196034,192.168.1.124,2024-01-01 00:00:26,Normal,0
385,UDP,DNS,SF,2344,3941,294,140,0.8828326343393692,0.9284563216185407,0.5382105726741958,0.4920165624712032,192.168.1.168,2024-01-01 00:00:27,R2L,1
191,UDP,SSH,SF,619,9213,332,317,0.4049292199404274,0.46446058183239725,0.4974961887305118,0.8471973294689379,192.168.1.60,2024-01-01 00:00:28,Normal,0
955,UDP,FTP,S0,2407,6603,426,195,0.2692764835107516,0.030902817467594712,0.818084838359641,0.7130274359995731,192.168.1.85,2024-01-01 00:00:29,R2L,1
276,UDP,FTP,S0,6260,8625,359,150,0.19850895283866132,0.48066903624589696,0.24113718674834073,0.07735957230454626,192.168.1.5,2024-01-01 00:00:30,Probe,1
160,UDP,SSH,REJ,3004,1403,90,455,0.5043423299082701,0.7954987438599931,0.8610968097847517,0.6068354042954113,192.168.1.99,2024-01-01 00:00:31,Probe,1
459,UDP,SSH,SF,3914,7819,114,268,0.6692585429895663,0.6470843308868499,0.8647786630165497,0.6125994326603144,192.168.1.146,2024-01-01 00:00:32,DoS,1
313,UDP,DNS,SF,3596,3511,158,343,0.8982210304604813,0.966315196614674,0.8268623159166012,0.38089835239108294,192.168.1.166,2024-01-01 00:00:33,Normal,0
21,TCP,SSH,S0,9869,2935,257,39,0.6524465837101344,0.8432724900647458,0.34139777503932534,0.32272392754167134,192.168.1.228,2024-01-01 00:00:34,DoS,1
252,ICMP,DNS,S0,4039,4878,372,237,0.4836624902727701,0.5265516628975629,0.1625574398456523,0.06288759401030508,192.168.1.111,2024-01-01 00:00:35,DoS,1
747,UDP,FTP,REJ,1304,7506,337,413,0.03347606457822616,0.2065205656053981,0.47517710937988455,0.446156478438557,192.168.1.157,2024-01-01 00:00:36,R2L,1
856,UDP,HTTP,SF,5630,7591,89,379,0.9154269056756196,0.0037746298221230656,0.2598410583263676,0.336596457851461,192.168.1.154,2024-01-01 00:00:37,R2L,1
560,ICMP,HTTP,RSTR,7282,5060,244,221,0.9023692429824397,0.9805023970013682,0.05218154525973828,0.9510628096842508,192.168.1.60,2024-01-01 00:00:38,DoS,1
474,TCP,HTTP,S0,3307,3333,297,280,0.37871696732082494,0.9383196983026701,0.27947001203943034,0.6741743818453513,192.168.1.164,2024-01-01 00:00:39,R2L,1
58,ICMP,HTTP,REJ,1361,1602,30,224,0.0290346626756125,0.27414399407519285,0.4691283116772875,0.46006141056768324,192.168.1.230,2024-01-01 00:00:40,Probe,1
510,ICMP,FTP,SF,6665,8420,316,456,0.7333695515076037,0.6382157862237271,0.11273554347396553,0.7546119806218852,192.168.1.114,2024-01-01 00:00:41,Probe,1
681,UDP,HTTP,SF,4294,2196,357,153,0.7916808768571322,0.7292395628861537,0.9443337338771727,0.7787696375915263,192.168.1.82,2024-01-01 00:00:42,Normal,0
475,ICMP,SSH,S0,1787,110,311,279,0.5424658295553471,0.578013461032595,0.6561011811911932,0.4804558915744864,192.168.1.157,2024-01-01 00:00:43,Probe,1
699,ICMP,SSH,REJ,1073,9436,469,352,0.40287498526282073,0.8429616748380978,0.1363407311833834,0.07575780207375749,192.168.1.250,2024-01-01 00:00:44,DoS,1
975,UDP,HTTP,RSTR,9357,6023,227,38,0.851132837802999,0.07782464843201375,0.8120642007896499,0.7805511322484789,192.168.1.159,2024-01-01 00:00:45,U2R,1
782,UDP,SSH,S0,5902,4159,338,216,0.19251641668675679,0.8964940341502134,0.928088295814125,0.09028404278784341,192.168.1.191,2024-01-01 00:00:46,R2L,1
189,UDP,DNS,REJ,3599,3867,127,243,0.4395581892158208,0.39201901116649207,0.2627840711635583,0.847506826505088,192.168.1.106,2024-01-01 00:00:47,DoS,1
957,UDP,FTP,SF,3055,9569,269,108,0.024486110718690668,0.48069002157479146,0.143252757444028,0.33415689260861625,192.168.1.141,2024-01-01 00:00:48,R2L,1
686,ICMP,HTTP,RSTR,6476,7641,269,462,0.16401052797748616,0.4447336504216721,0.3224755030425617,0.6382409644283809,192.168.1.244,2024-01-01 00:00:49,Normal,0
957,ICMP,HTTP,REJ,659,5004,497,60,0.9408312346780108,0.5312862229693549,0.832248799628526,0.7404044529120518,192.168.1.118,2024-01-01 00:00:50,DoS,1
562,TCP,FTP,RSTR,6320,9963,412,488,0.5780832503647575,0.5981684718857535,0.17509389284959753,0.03519246532600062,192.168.1.242,2024-01-01 00:00:51,DoS,1
875,TCP,SSH,REJ,6513,8204,208,495,0.8055923295278185,0.7103434329791919,0.7793465868120342,0.3846143058451984,192.168.1.222,2024-01-01 00:00:52,DoS,1
566,ICMP,FTP,REJ,4642,7077,177,432,0.4865004141027135,0.5249403390752041,0.7162632617932116,0.6041430079993941,192.168.1.199,2024-01-01 00:00:53,Normal,0
243,TCP,FTP,REJ,9321,3261,305,424,0.8348270980085402,0.6847732560088903,0.6513667075560129,0.8481442472969409,192.168.1.123,2024-01-01 00:00:54,DoS,1
831,ICMP,SSH,REJ,6373,662,190,197,0.5389505108413188,0.3382974435907006,0.43331749934862385,0.7177696831804092,192.168.1.168,2024-01-01 00:00:55,R2L,1
504,TCP,FTP,RSTR,4466,8885,356,275,0.004537713410985633,0.9366808702579869,0.3667702829009498,0.8961411642089468,192.168.1.121,2024-01-01 00:00:56,U2R,1
130,UDP,SSH,S0,9660,3390,456,171,0.8996990070308282,0.06453101979976916,0.08525797542198887,0.0827226711545771,192.168.1.198,2024-01-01 00:00:57,DoS,1
484,TCP,SSH,RSTR,5587,9373,448,271,0.1485661198359126,0.5455406085610935,0.3573557852615721,0.07182200220581159,192.168.1.2,2024-01-01 00:00:58,Normal,0
818,UDP,FTP,REJ,2471,3018,67,404,0.45055476130777083,0.08739617602171468,0.6018418061891663,0.7135249407759726,192.168.1.118,2024-01-01 00:00:59,Normal,0
646,UDP,DNS,RSTR,9343,9696,326,270,0.4766743288487246,0.44276703603693035,0.8982092161461711,0.39852824099781603,192.168.1.136,2024-01-01 00:01:00,DoS,1
20,UDP,SSH,RSTR,6175,1902,266,422,0.04723627368971384,0.2575823576528299,0.8331245381598328,0.4816312612509396,192.168.1.74,2024-01-01 00:01:01,Normal,0
840,UDP,FTP,RSTR,8284,4171,269,41,0.053070385439244916,0.9369034495826476,0.032215730240050644,0.6043160356090225,192.168.1.127,2024-01-01 00:01:02,Probe,1
166,TCP,SSH,REJ,1281,328,361,188,0.7625518094447068,0.01307538638594341,0.13886289515949712,0.9859414617473109,192.168.1.241,2024-01-01 00:01:03,Normal,0
273,ICMP,DNS,RSTR,3177,9631,466,259,0.30045079005069486,0.39120363114145706,0.8484879781047933,0.06716615553693417,192.168.1.251,2024-01-01 00:01:04,U2R,1
387,UDP,DNS,SF,5667,6295,359,151,0.4096281662398841,0.7820427497069545,0.9393183650492228,0.10889488942618497,192.168.1.118,2024-01-01 00:01:05,Probe,1
600,TCP,HTTP,REJ,4511,3846,386,130,0.5641125154652398,0.18846141265146577,0.055808844573240646,0.8293132356144775,192.168.1.108,2024-01-01 00:01:06,R2L,1
315,UDP,SSH,RSTR,3881,224,127,113,0.3733861045473418,0.8155882046662529,0.7012520641003068,0.0205242611562354,192.168.1.43,2024-01-01 00:01:07,Probe,1
13,TCP,SSH,SF,2413,2520,263,384,0.775037426543194,0.8597250878248238,0.36573311446422674,0.450454840728404,192.168.1.177,2024-01-01 00:01:08,U2R,1
241,TCP,FTP,RSTR,1544,8064,220,221,0.8844646536191675,0.7080029996457701,0.3642902474751678,0.7741182896318359,192.168.1.112,2024-01-01 00:01:09,Probe,1
776,TCP,SSH,S0,4784,3714,241,396,0.05971788411985823,0.20906918242617079,0.6426691925257215,0.19526882103409304,192.168.1.150,2024-01-01 00:01:10,DoS,1
345,ICMP,HTTP,RSTR,5761,2407,484,53,0.6354033839046087,0.27203865658156234,0.81021608791671,0.18701011306557458,192.168.1.202,2024-01-01 00:01:11,Normal,0
564,TCP,DNS,RSTR,7874,6683,243,337,0.3176600074571484,0.16693472869536197,0.27483755088036366,0.3102523443326799,192.168.1.244,2024-01-01 00:01:12,DoS,1
897,TCP,DNS,S0,6961,810,426,295,0.5832752784167924,0.18406373720139968,0.705354344067211,0.15001033891494475,192.168.1.163,2024-01-01 00:01:13,DoS,1
339,ICMP,HTTP,REJ,5626,6752,392,382,0.4839073181322985,0.03649229647537533,0.6358763087743518,0.6785528537218904,192.168.1.19,2024-01-01 00:01:14,DoS,1
91,ICMP,SSH,S0,4514,3117,18,394,0.33367852101228224,0.8573150811982665,0.5173206616042384,0.20013755149746693,192.168.1.132,2024-01-01 00:01:15,Probe,1
366,TCP,SSH,REJ,1145,4773,395,41,0.09481564633064243,0.5285022874278358,0.6024257488154203,0.22685753904581374,192.168.1.19,2024-01-01 00:01:16,R2L,1
955,ICMP,HTTP,S0,9102,3290,154,92,0.5594399115028976,0.3277592238870516,0.018053382908025495,0.5749351480917936,192.168.1.233,2024-01-01 00:01:17,Normal,0
454,UDP,FTP,RSTR,5450,2251,228,259,0.11279256642678037,0.28957699606340803,0.004065929947664082,0.967341078396044,192.168.1.20,2024-01-01 00:01:18,Probe,1
427,UDP,DNS,RSTR,1566,4661,367,280,0.1561200881766951,0.5446962964475864,0.5504385666923519,0.9138825723685412,192.168.1.241,2024-01-01 00:01:19,DoS,1
508,ICMP,HTTP,REJ,3005,4606,57,355,0.9821752549309101,0.32668482178994906,0.5241084647667443,0.864496729626922,192.168.1.4,2024-01-01 00:01:20,U2R,1
775,ICMP,HTTP,REJ,4507,9115,280,419,0.3167051903470788,0.863717975010348,0.07133520532735538,0.5309238333278207,192.168.1.49,2024-01-01 00:01:21,U2R,1
942,TCP,SSH,SF,4248,6421,44,191,0.5844361896214709,0.21095743503691078,0.49202632662306456,0.29775181570572073,192.168.1.250,2024-01-01 00:01:22,DoS,1
34,ICMP,DNS,SF,8283,3052,101,124,0.272231942019064,0.8823017914128527,0.7575287750271029,0.7057671782732654,192.168.1.154,2024-01-01 00:01:23,R2L,1
205,TCP,SSH,RSTR,3992,8207,47,427,0.8655094386061468,0.6640924530034291,0.5412024440151062,0.3895772797791982,192.168.1.3,2024-01-01 00:01:24,Normal,0
80,UDP,HTTP,RSTR,8522,4451,49,295,0.2833401908733505,0.9566292204549701,0.5176142907579415,0.7779089834312092,192.168.1.52,2024-01-01 00:01:25,Probe,1
931,ICMP,FTP,SF,8027,4925,80,347,0.3668851516374889,0.015107241635693436,0.7179084539257711,0.016191485577313758,192.168.1.222,2024-01-01 00:01:26,R2L,1
561,TCP,DNS,SF,5760,2646,299,428,0.608387577810033,0.059095565711156484,0.1718442069531111,0.5295400409668019,192.168.1.128,2024-01-01 00:01:27,U2R,1
871,TCP,HTTP,REJ,9146,9293,58,391,0.8699867076445865,0.5008945939365732,0.4574805321487663,0.33735049499737224,192.168.1.36,2024-01-01 00:01:28,DoS,1
387,UDP,HTTP,S0,8045,9282,160,340,0.8162141545310133,0.9123788300320483,0.14804787690345622,0.24904910583577877,192.168.1.169,2024-01-01 00:01:29,Probe,1
1,ICMP,FTP,REJ,2977,2906,102,34,0.26385988555696327,0.7307949515301451,0.52384029691774,0.6618368376243767,192.168.1.198,2024-01-01 00:01:30,R2L,1
389,UDP,HTTP,SF,5347,1746,333,427,0.8295549574955342,0.6221359325193333,0.5919414324686477,0.6583733336111101,192.168.1.179,2024-01-01 00:01:31,R2L,1
565,TCP,HTTP,RSTR,4289,4309,411,401,0.7011953153909631,0.03160215566018376,0.12167330161775602,0.03706717794359493,192.168.1.103,2024-01-01 00:01:32,R2L,1
105,TCP,DNS,SF,529,9912,273,46,0.9898284904110161,0.3541637884126093,0.07551519806155815,0.9476988860158875,192.168.1.219,2024-01-01 00:01:33,Probe,1
771,ICMP,DNS,RSTR,2892,448,182,152,0.9354476679862513,0.34585289290285726,0.16673361111586293,0.3618530361505198,192.168.1.16,2024-01-01 00:01:34,Normal,0
821,TCP,DNS,RSTR,9458,3012,416,237,0.5331367220453773,0.5420856822599057,0.5863376233146214,0.9174078143989841,192.168.1.47,2024-01-01 00:01:35,Probe,1
476,ICMP,SSH,RSTR,7443,1568,115,424,0.7499286191925413,0.2578277793467618,0.18961916119791655,0.5837199881700799,192.168.1.80,2024-01-01 00:01:36,DoS,1
702,UDP,FTP,RSTR,9665,3491,361,4,0.5701797019872283,0.26715571517776004,0.27524330996769597,0.6525904728733848,192.168.1.46,2024-01-01 00:01:37,Probe,1
401,ICMP,DNS,S0,4734,7310,398,447,0.5949954421149724,0.6208608000767594,0.7025459461861248,0.9605155783199791,192.168.1.100,2024-01-01 00:01:38,R2L,1
729,ICMP,SSH,SF,9789,6883,444,445,0.10150082997777876,0.9445675433141566,0.24834482703013572,0.8221972796659743,192.168.1.183,2024-01-01 00:01:39,Normal,0
555,TCP,SSH,REJ,2525,5984,266,124,0.0022457084776552616,0.6601791036366953,0.3975269894555691,0.14003501003024843,192.168.1.98,2024-01-01 00:01:40,Normal,0
161,TCP,FTP,RSTR,3761,9239,163,366,0.04818637447488727,0.6681301239810351,0.9288453597002369,0.005220962593334155,192.168.1.231,2024-01-01 00:01:41,DoS,1
201,ICMP,FTP,RSTR,6141,7088,142,327,0.9666306678944243,0.9862148133881156,0.8249966113611122,0.30858738034175515,192.168.1.216,2024-01-01 00:01:42,DoS,1
957,TCP,HTTP,REJ,2742,4768,436,86,0.1262682279229892,0.15347816706979012,0.25547225015816155,0.48853759438762356,192.168.1.124,2024-01-01 00:01:43,U2R,1
995,TCP,SSH,REJ,4635,1064,317,2,0.04438970417518606,0.03383477420036041,0.5975758014018148,0.7321498911633945,192.168.1.167,2024-01-01 00:01:44,U2R,1
269,TCP,DNS,RSTR,4425,3821,303,491,0.309644209707165,0.7455139507462982,0.6658044226976677,0.6610483803727015,192.168.1.134,2024-01-01 00:01:45,U2R,1
862,ICMP,FTP,REJ,8661,8759,93,164,0.5881799399545282,0.4387874331898721,0.9002415097311279,0.3128561714100768,192.168.1.84,2024-01-01 00:01:46,Probe,1
815,TCP,SSH,REJ,3830,1436,249,222,0.9484606443029328,0.4288233547520063,0.5474673167725359,0.5419959891633567,192.168.1.61,2024-01-01 00:01:47,Normal,0
270,ICMP,DNS,S0,6992,6097,398,348,0.699887578551487,0.22530337636303233,0.5612868775827744,0.6509333160247738,192.168.1.9,2024-01-01 00:01:48,DoS,1
455,TCP,SSH,REJ,533,2483,446,296,0.2763529689001668,0.5068630405190385,0.8884472134774499,0.5137502020438028,192.168.1.241,2024-01-01 00:01:49,U2R,1
461,UDP,FTP,SF,4562,7719,496,403,0.9390580182371483,0.44217234372487324,0.054381755181388436,0.6889742960422307,192.168.1.213,2024-01-01 00:01:50,DoS,1
726,TCP,HTTP,SF,7120,4800,342,450,0.03604107526520084,0.3454500078463286,0.6281413225100028,0.4852182539483355,192.168.1.139,2024-01-01 00:01:51,U2R,1
251,TCP,SSH,SF,6563,6382,426,342,0.9790540072667927,0.44274515933841885,0.41664920647779224,0.5296850069836132,192.168.1.240,2024-01-01 00:01:52,Probe,1
701,ICMP,DNS,RSTR,7289,4829,305,423,0.05864070082644901,0.38383477072288985,0.9097633849960864,0.9407752927973607,192.168.1.222,2024-01-01 00:01:53,Probe,1
295,ICMP,FTP,SF,4087,6153,315,340,0.753849973057166,0.9398963580895366,0.9605402715817805,0.3891581276292817,192.168.1.65,2024-01-01 00:01:54,R2L,1
724,TCP,HTTP,S0,8953,2794,239,460,0.045297539173452916,0.9802516574758353,0.17024726422601666,0.755707331127664,192.168.1.91,2024-01-01 00:01:55,DoS,1
719,UDP,DNS,SF,9082,7612,58,391,0.9315614423685071,0.839900932511754,0.28146847061804015,0.334676546165826,192.168.1.122,2024-01-01 00:01:56,R2L,1
748,TCP,DNS,RSTR,2355,1097,14,388,0.10866589673113913,0.990414091012125,0.27345790276272475,0.3318545353909603,192.168.1.59,2024-01-01 00:01:57,Probe,1
337,TCP,DNS,S0,1955,1638,284,24,0.05047901302713509,0.26571942902918,0.10062762726172103,0.926671596875075,192.168.1.112,2024-01-01 00:01:58,Probe,1
878,UDP,SSH,SF,2971,9850,202,38,0.8892651548249475,0.8429251099189397,0.48294390547129884,0.69867150542265,192.168.1.113,2024-01-01 00:01:59,DoS,1
52,ICMP,FTP,S0,5539,9317,236,420,0.095793883917625,0.406629011902621,0.5130814107295255,0.9289582879775715,192.168.1.198,2024-01-01 00:02:00,R2L,1
791,TCP,DNS,S0,7493,8455,465,380,0.7979312907800835,0.7461363977777534,0.5729782596595543,0.9945814620095255,192.168.1.118,2024-01-01 00:02:01,R2L,1
921,ICMP,SSH,RSTR,1672,160,295,104,0.7470346404560079,0.20139264063047324,0.6629583664462553,0.00020316519440033431,192.168.1.235,2024-01-01 00:02:02,R2L,1
216,ICMP,FTP,RSTR,2836,9448,286,4,0.5988780384883663,0.8119560897413073,0.06291745246474256,0.9831502490286089,192.168.1.7,2024-01-01 00:02:03,DoS,1
763,UDP,FTP,S0,4927,5906,72,135,0.37796272021930655,0.08346442615691951,0.6224835457923941,0.10087071967859551,192.168.1.112,2024-01-01 00:02:04,DoS,1
187,UDP,SSH,SF,4939,8502,213,491,0.9155805496329891,0.27055770671640367,0.9138092881740527,0.07041147993789543,192.168.1.122,2024-01-01 00:02:05,DoS,1
379,ICMP,SSH,RSTR,3644,8418,10,3,0.8710812558681245,0.8219526168471556,0.45499097898273466,0.7678098047555774,192.168.1.61,2024-01-01 00:02:06,Normal,0
492,TCP,DNS,S0,2297,8464,336,168,0.4262471109564929,0.7471592218218515,0.10671244331780394,0.3501846006205058,192.168.1.57,2024-01-01 00:02:07,Probe,1
40,ICMP,FTP,REJ,4061,7081,224,315,0.23172495631464818,0.5012467549912892,0.0859440267284296,0.9178119365000521,192.168.1.86,2024-01-01 00:02:08,Normal,0
156,TCP,HTTP,REJ,3166,4412,317,309,0.2725716694184145,0.6727927742902089,0.2817522629109044,0.5445065689316175,192.168.1.162,2024-01-01 00:02:09,Normal,0
14,TCP,SSH,RSTR,9511,3157,202,405,0.22032357736255392,0.18557402449592963,0.7525246262973408,0.38611164375134355,192.168.1.84,2024-01-01 00:02:10,Probe,1
812,UDP,FTP,SF,183,2338,230,77,0.5412519627605441,0.66776362234628,0.2609996553175906,0.07343737359325109,192.168.1.45,2024-01-01 00:02:11,U2R,1
64,TCP,FTP,REJ,9475,5588,391,18,0.8685388285702976,0.007976167341492535,0.8143309123011713,0.46463585177670397,192.168.1.45,2024-01-01 00:02:12,U2R,1
856,TCP,DNS,REJ,2846,1601,50,204,0.7736119671981704,0.8332158673815061,0.8196591469659641,0.27789773405001206,192.168.1.15,2024-01-01 00:02:13,U2R,1
838,ICMP,HTTP,REJ,9624,5888,56,354,0.795510459945439,0.5162876079989436,0.45711183803171085,0.0766131011012754,192.168.1.239,2024-01-01 00:02:14,DoS,1
520,UDP,DNS,SF,9988,3718,131,323,0.44828849169964535,0.9438784516095817,0.30078884290397445,0.6703885297741475,192.168.1.137,2024-01-01 00:02:15,DoS,1
343,TCP,HTTP,SF,4722,5546,419,32,0.3224448317983801,0.47816426732278183,0.5976671527090358,0.9773368834977175,192.168.1.210,2024-01-01 00:02:16,R2L,1
128,TCP,HTTP,RSTR,782,1925,402,149,0.7573557707050526,0.4330872823263411,0.8105301489568104,0.37891448539654526,192.168.1.174,2024-01-01 00:02:17,R2L,1
647,UDP,SSH,RSTR,1507,8758,279,192,0.7932982758544875,0.45005281239781403,0.06457079800084375,0.2972649205951672,192.168.1.247,2024-01-01 00:02:18,Normal,0
471,ICMP,FTP,REJ,5855,2915,296,138,0.6953537064807057,0.35972862027529606,0.9534235433266024,0.08996019031050861,192.168.1.174,2024-01-01 00:02:19,R2L,1
62,UDP,FTP,SF,7538,6898,304,271,0.03210712254226844,0.16667508384265395,0.6459002749416057,0.22314522110507884,192.168.1.36,2024-01-01 00:02:20,DoS,1
138,UDP,FTP,S0,676,8443,465,195,0.5896846880684838,0.8420627269455057,0.39814775630564414,0.28497224979840574,192.168.1.46,2024-01-01 00:02:21,Normal,0
498,TCP,HTTP,REJ,7250,5652,224,126,0.34704582924788463,0.3890854077582948,0.5060192355366057,0.3441756128360647,192.168.1.42,2024-01-01 00:02:22,R2L,1
592,TCP,FTP,RSTR,7813,3501,173,348,0.19619274902656747,0.5291084281888585,0.3855924967768577,0.6339670482444848,192.168.1.158,2024-01-01 00:02:23,R2L,1
391,ICMP,SSH,SF,4090,7274,291,230,0.6943952633422986,0.019886916463436433,0.41261102912944014,0.11487267806387402,192.168.1.139,2024-01-01 00:02:24,U2R,1
674,TCP,HTTP,RSTR,5723,1602,265,43,0.26852613568607786,0.06025387271399907,0.5956166108421207,0.05842391342318343,192.168.1.118,2024-01-01 00:02:25,DoS,1
418,TCP,HTTP,RSTR,9552,7359,246,229,0.9128411589558557,0.5971832294778445,0.06024049685717037,0.9305818172922077,192.168.1.33,2024-01-01 00:02:26,Normal,0
288,UDP,HTTP,SF,2686,513,77,215,0.29807907376319487,0.8792280825136088,0.17537712498496216,0.7991886918125005,192.168.1.251,2024-01-01 00:02:27,Probe,1
378,TCP,HTTP,REJ,8382,8633,134,243,0.5551805996436435,0.4933958280260745,0.2270395698035257,0.2782220869153563,192.168.1.126,2024-01-01 00:02:28,R2L,1
772,ICMP,SSH,SF,9034,8192,139,8,0.8277621636516336,0.16497458060506331,0.4075142742783431,0.6387921898206844,192.168.1.110,2024-01-01 00:02:29,DoS,1
489,UDP,FTP,REJ,8526,6501,341,249,0.4021183380273833,0.1161273143659689,0.3710575295773104,0.5924922797999057,192.168.1.168,2024-01-01 00:02:30,Normal,0
230,ICMP,SSH,RSTR,7689,902,252,199,0.8286579592410269,0.8997880013929239,0.722204559668463,0.7430105835333694,192.168.1.70,2024-01-01 00:02:31,DoS,1
40,UDP,FTP,SF,1110,5719,474,333,0.7236963974686624,0.701637854015257,0.25917936870732294,0.859294478716927,192.168.1.171,2024-01-01 00:02:32,DoS,1
27,TCP,SSH,S0,578,9412,175,78,0.9208659530831547,0.9661955545114572,0.05707213360705343,0.3577520503273558,192.168.1.110,2024-01-01 00:02:33,Normal,0
134,UDP,DNS,REJ,61,8148,420,244,0.3258345625897654,0.08234862134389964,0.055442246152231034,0.6608319827253235,192.168.1.167,2024-01-01 00:02:34,U2R,1
200,UDP,DNS,S0,386,2321,458,189,0.10502806478013227,0.9026128550234132,0.011313085773312914,0.8020409073909907,192.168.1.125,2024-01-01 00:02:35,U2R,1
839,TCP,DNS,REJ,9361,855,419,85,0.4303494979304274,0.8456323125268159,0.03802600653933763,0.6992943048757094,192.168.1.214,2024-01-01 00:02:36,R2L,1
779,TCP,DNS,SF,2200,1017,59,484,0.7858134691891381,0.8931851829241537,0.8586606747477543,0.9221355885345566,192.168.1.39,2024-01-01 00:02:37,U2R,1
